county,state,population_2019,Elec2020
Pittsylvania,Virginia,60354,Trump
Powhatan,Virginia,28259,Trump
Prince Edward,Virginia,22802,Biden
Prince George,Virginia,37253,Trump
Prince William,Virginia,470335,Biden
Pulaski,Virginia,34507,Trump
Rappahannock,Virginia,7478,Trump
Richmond,Virginia,8953,Trump
Roanoke,Virginia,94186,Trump
Rockbridge,Virginia,22307,Trump
Rockingham,Virginia,81948,Trump
Russell,Virginia,28264,Trump
Scott,Virginia,22640,Trump
Shenandoah,Virginia,43616,Trump
Smyth,Virginia,31652,Trump
Southampton,Virginia,18128,Trump
Spotsylvania,Virginia,136215,Trump
Stafford,Virginia,152882,Biden
Surry,Virginia,6765,Biden
Sussex,Virginia,11810,Biden
Tazewell,Virginia,40595,Trump
Warren,Virginia,40164,Trump
Washington,Virginia,53740,Trump
Westmoreland,Virginia,17612,Trump
Wise,Virginia,37383,Trump
Wythe,Virginia,29344,Trump
York,Virginia,68280,Trump
"Alexandria, City of[aa] ",Virginia,159428,Biden
"Bristol, City of[aa] ",Virginia,17341,Trump
"Buena Vista, City of[aa] ",Virginia,6680,Trump
"Charlottesville, City of[aa] ",Virginia,47266,Biden
"Chesapeake, City of[aa] ",Virginia,244835,Biden
"Colonial Heights, City of[aa] ",Virginia,17634,Trump
"Covington, City of[aa] ",Virginia,5818,Trump
"Danville, City of[aa] ",Virginia,40044,Biden
"Emporia, City of[aa] ",Virginia,5588,Biden
"Fairfax, City of[aa] ",Virginia,23973,Biden
"Falls Church, City of[aa] ",Virginia,13508,Biden
"Franklin, City of[aa] ",Virginia,8638,Biden
"Fredericksburg, City of[aa] ",Virginia,28132,Biden
"Galax, City of[aa] ",Virginia,7035,Trump
"Hampton, City of[aa] ",Virginia,134510,Biden
"Harrisonburg, City of[aa] ",Virginia,53016,Biden
"Hopewell, City of[aa] ",Virginia,22163,Biden
"Lexington, City of[aa] ",Virginia,7170,Biden
"Lynchburg, City of[aa] ",Virginia,82168,Biden
"Manassas, City of[aa] ",Virginia,41085,Biden
"Manassas Park, City of[aa] ",Virginia,16149,Biden
"Martinsville, City of[aa] ",Virginia,13755,Biden
"Newport News, City of[aa] ",Virginia,179225,Biden
"Norfolk, City of[aa] ",Virginia,242742,Biden
"Norton, City of[aa] ",Virginia,4017,Trump
"Petersburg, City of[aa] ",Virginia,32538,Biden
"Poquoson, City of[aa] ",Virginia,12104,Trump
"Portsmouth, City of[aa] ",Virginia,94398,Biden
"Radford, City of[aa] ",Virginia,17184,Biden
"Richmond, City of[aa] ",Virginia,230436,Biden
"Roanoke, City of[aa] ",Virginia,99143,Biden
"Salem, City of[aa] ",Virginia,25299,Trump
"Staunton, City of[aa] ",Virginia,24350,Biden
"Suffolk, City of[aa] ",Virginia,92108,Biden
"Virginia Beach, City of[aa] ",Virginia,449974,Biden
"Waynesboro, City of[aa] ",Virginia,21263,Trump
"Williamsburg, City of[aa] ",Virginia,15206,Biden
"Winchester, City of[aa] ",Virginia,27216,Biden
Adams,  Washington,19067,Trump
Asotin,  Washington,22110,Trump
Benton,  Washington,204390,Trump
Chelan,  Washington,77200,Biden
Clallam,  Washington,77331,Biden
Clark,  Washington,488241,Trump
Columbia,  Washington,4032,Trump
Cowlitz,  Washington,110593,Trump
Douglas,  Washington,43429,Trump
Ferry,  Washington,7646,Trump
Franklin,  Washington,95222,Trump
Garfield,  Washington,2256,Trump
Grant,  Washington,97733,Trump
Grays Harbor,  Washington,75061,Trump
Island,  Washington,85141,Biden
Jefferson,  Washington,30076,Biden
King,  Washington,2252782,Biden
Kitsap,  Washington,271473,Biden
Kittitas,  Washington,47935,Trump
Klickitat,  Washington,20866,Trump
Lewis,  Washington,80707,Trump
Lincoln,  Washington,10301,Trump
Mason,  Washington,66768,Trump
Okanogan,  Washington,42243,Trump
Pacific,  Washington,20498,Trump
Pend Oreille,  Washington,12896,Trump
Pierce,  Washington,904980,Biden
San Juan,  Washington,15875,Biden
Skagit,  Washington,129205,Biden
Skamania,  Washington,11274,Trump
Snohomish,  Washington,822083,Biden
Spokane,  Washington,522798,Trump
Stevens,  Washington,45723,Trump
Thurston,  Washington,290536,Biden
Wahkiakum,  Washington,4042,Trump
Walla Walla,  Washington,60760,Trump
Whatcom,  Washington,229247,Biden
Whitman,  Washington,50104,Biden
Yakima,  Washington,250873,Trump
Barbour,West Virginia,16770,Trump
Berkeley,West Virginia,119171,Trump
Boone,West Virginia,24224,Trump
Braxton,West Virginia,14502,Trump
Brooke,West Virginia,23737,Trump
Cabell,West Virginia,91945,Trump
Calhoun,West Virginia,7564,Trump
Clay,West Virginia,9244,Trump
Doddridge,West Virginia,8344,Trump
Fayette,West Virginia,42406,Trump
Gilmer,West Virginia,8672,Trump
Grant,West Virginia,11759,Trump
Greenbrier,West Virginia,35644,Trump
Hampshire,West Virginia,23445,Trump
Hancock,West Virginia,30291,Trump
Hardy,West Virginia,13920,Trump
Harrison,West Virginia,67256,Trump
Jackson,West Virginia,29178,Trump
Jefferson,West Virginia,57146,Trump
Kanawha,West Virginia,178124,Trump
Lewis,West Virginia,16452,Trump
Lincoln,West Virginia,21559,Trump
Logan,West Virginia,35987,Trump
McDowell,West Virginia,20876,Trump
Marion,West Virginia,56072,Trump
Marshall,West Virginia,32459,Trump
Mason,West Virginia,27126,Trump
Mercer,West Virginia,58758,Trump
Mineral,West Virginia,27704,Trump
Mingo,West Virginia,25900,Trump
Monongalia,West Virginia,105612,Trump
Monroe,West Virginia,13483,Trump
Morgan,West Virginia,17498,Trump
Nicholas,West Virginia,25965,Trump
Ohio,West Virginia,41411,Trump
Pendleton,West Virginia,7471,Trump
Pleasants,West Virginia,7577,Trump
Pocahontas,West Virginia,8669,Trump
Preston,West Virginia,33859,Trump
Putnam,West Virginia,56450,Trump
Raleigh,West Virginia,73361,Trump
Randolph,West Virginia,29415,Trump
Ritchie,West Virginia,10073,Trump
Roane,West Virginia,14656,Trump
Summers,West Virginia,13563,Trump
Taylor,West Virginia,16973,Trump
Tucker,West Virginia,6968,Trump
Tyler,West Virginia,8995,Trump
Upshur,West Virginia,24665,Trump
Wayne,West Virginia,39402,Trump
Webster,West Virginia,8893,Trump
Wetzel,West Virginia,16204,Trump
Wirt,West Virginia,5901,Trump
Wood,West Virginia,83518,Trump
Wyoming,West Virginia,23019,Trump
Adams,Wisconsin,20480,Trump
Ashland,Wisconsin,16016,Biden
Barron,Wisconsin,45244,Trump
Bayfield,Wisconsin,15156,Biden
Brown,Wisconsin,264542,Trump
Buffalo,Wisconsin,13357,Trump
Burnett,Wisconsin,15333,Trump
Calumet,Wisconsin,50089,Trump
Chippewa,Wisconsin,64658,Trump
Clark,Wisconsin,34615,Trump
Columbia,Wisconsin,57532,Trump
Crawford,Wisconsin,16397,Trump
Dane,Wisconsin,546695,Biden
Dodge,Wisconsin,87839,Trump
Door,Wisconsin,27896,Biden
Douglas,Wisconsin,43150,Biden
Dunn,Wisconsin,45368,Trump
Eau Claire,Wisconsin,104646,Biden
Florence,Wisconsin,4520,Trump
Fond du Lac,Wisconsin,103403,Trump
Forest,Wisconsin,9126,Trump
Grant,Wisconsin,51439,Trump
Green,Wisconsin,37090,Biden
Green Lake,Wisconsin,18959,Trump
Iowa,Wisconsin,23749,Biden
Iron,Wisconsin,5886,Trump
Jackson,Wisconsin,20644,Trump
Jefferson,Wisconsin,84769,Trump
Juneau,Wisconsin,26547,Trump
Kenosha,Wisconsin,169561,Trump
Kewaunee,Wisconsin,20505,Trump
La Crosse,Wisconsin,118016,Biden
Lafayette,Wisconsin,16766,Trump
Langlade,Wisconsin,19575,Trump
Lincoln,Wisconsin,28684,Trump
Manitowoc,Wisconsin,78981,Trump
Marathon,Wisconsin,135692,Trump
Marinette,Wisconsin,40350,Trump
Marquette,Wisconsin,15176,Trump
Menominee,Wisconsin,4317,Biden
Milwaukee,Wisconsin,945726,Biden
Monroe,Wisconsin,46253,Trump
Oconto,Wisconsin,37930,Trump
Oneida,Wisconsin,35689,Trump
Outagamie,Wisconsin,187885,Trump
Ozaukee,Wisconsin,89221,Trump
Pepin,Wisconsin,7360,Trump
Pierce,Wisconsin,42754,Trump
Polk,Wisconsin,43783,Trump
Portage,Wisconsin,70772,Biden
Price,Wisconsin,13802,Trump
Racine,Wisconsin,196311,Trump
Richland,Wisconsin,17717,Trump
Rock,Wisconsin,163354,Biden
Rusk,Wisconsin,14395,Trump
St. Croix,Wisconsin,90687,Trump
Sauk,Wisconsin,64442,Biden
Sawyer,Wisconsin,16513,Trump
Shawano,Wisconsin,40899,Trump
Sheboygan,Wisconsin,115340,Trump
Taylor,Wisconsin,20610,Trump
Trempealeau,Wisconsin,29582,Trump
Vernon,Wisconsin,30329,Trump
Vilas,Wisconsin,21368,Trump
Walworth,Wisconsin,103868,Trump
Washburn,Wisconsin,15686,Trump
Washington,Wisconsin,136034,Trump
Waukesha,Wisconsin,404198,Trump
Waupaca,Wisconsin,50990,Trump
Waushara,Wisconsin,24329,Trump
Winnebago,Wisconsin,171907,Trump
Wood,Wisconsin,72999,Trump
Albany,Wyoming,38880,Biden
Big Horn,Wyoming,11790,Trump
Campbell,Wyoming,46341,Trump
Carbon,Wyoming,14800,Trump
Converse,Wyoming,13822,Trump
Crook,Wyoming,7584,Trump
Fremont,Wyoming,39261,Trump
Goshen,Wyoming,13211,Trump
Hot Springs,Wyoming,4413,Trump
Johnson,Wyoming,8445,Trump
Laramie,Wyoming,99500,Trump
Lincoln,Wyoming,19830,Trump
Natrona,Wyoming,79858,Trump
Niobrara,Wyoming,2356,Trump
Park,Wyoming,29194,Trump
Platte,Wyoming,8393,Trump
Sheridan,Wyoming,30485,Trump
Sublette,Wyoming,9831,Trump
Sweetwater,Wyoming,42343,Trump
Teton,Wyoming,23464,Biden
Uinta,Wyoming,20226,Trump
Washakie,Wyoming,7805,Trump
Weston,Wyoming,6927,Trump
